song_name,artist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,like
Mojo Hand,Lightnin' Hopkins,0.596,0.545,11,-8.913,0,0.064,0.456,5.53e-05,0.329,0.718,146.953,0
War Ensemble,Slayer,0.332,0.988,8,-4.111,1,0.146,7.65e-05,0.0126,0.055,0.097,98.878,0
Revolution Is My Name,Pantera,0.243,0.988,8,-3.485,1,0.197,6.17e-05,0.12,0.341,0.277,89.905,0
Indians,Anthrax,0.379,0.941,11,-10.443,0,0.038,0.000869,0.000637,0.0393,0.527,105.155,0
Is There Anybody Out There?,Machine Head,0.408,0.953,7,-3.883,1,0.226,0.00532,0.0,0.338,0.291,177.94,0
Flight of Icarus - 2015 Remaster,Iron Maiden,0.368,0.917,6,-4.829,0,0.0772,0.147,0.000121,0.169,0.343,110.455,0
Psychosocial,Slipknot,0.568,0.981,2,-3.889,1,0.0887,0.00269,0.00275,0.0243,0.307,135.146,0
Mouth for War,Pantera,0.329,0.954,8,-7.006,0,0.0722,4.2e-06,0.000614,0.051,0.627,156.899,0
Down for Life,Testament,0.344,0.955,1,-10.614,1,0.0444,5.4e-06,0.111,0.0665,0.352,111.671,0
The Number of the Beast - 2015 Remaster,Iron Maiden,0.409,0.89,0,-6.839,1,0.0558,0.088,0.107,0.0935,0.268,100.409,0
The Sentinel,Judas Priest,0.15,0.863,9,-5.145,1,0.103,0.00268,0.00425,0.099,0.321,185.664,0
Engel,Rammstein,0.624,0.58,2,-6.949,1,0.0283,0.00134,0.0123,0.352,0.246,96.098,0
Angel Of Death,Slayer,0.332,0.994,1,-4.336,1,0.137,0.000119,0.322,0.142,0.0829,106.086,0
Phantom of the Opera - 2015 Remaster,Iron Maiden,0.319,0.952,4,-5.315,0,0.0723,6.28e-05,0.154,0.918,0.228,109.275,0
I'm Broken,Pantera,0.419,0.878,7,-6.352,1,0.0553,0.000594,0.559,0.139,0.666,147.385,0
All Guns Blazing,Judas Priest,0.472,0.976,6,-5.135,0,0.0899,0.00036,0.0145,0.0956,0.141,104.996,0
Hell Bent for Leather,Judas Priest,0.309,0.867,9,-6.43,1,0.192,0.00707,2.14e-05,0.342,0.282,192.463,0
Territory,Sepultura,0.332,0.946,2,-6.233,1,0.127,0.000275,0.0304,0.136,0.303,153.091,0
Balls to the Wall,Accept,0.544,0.739,9,-7.383,1,0.0517,0.00392,0.000143,0.168,0.328,118.287,0
Fucking Hostile - 2012 Remaster,Pantera,0.517,0.986,9,-4.522,1,0.171,4.27e-05,4.01e-05,0.22,0.528,93.821,0
I Wanna Be Somebody,W.A.S.P.,0.285,0.825,1,-7.049,0,0.0466,0.000826,0.0,0.268,0.516,164.611,0
A New Level - 2012 Remaster,Pantera,0.324,0.925,6,-6.122,0,0.0883,2.57e-05,0.257,0.092,0.413,136.614,0
Primal Concrete Sledge,Pantera,0.38,0.847,2,-12.352,1,0.0897,0.000117,0.265,0.216,0.119,133.182,0
Cowboys from Hell,Pantera,0.415,0.908,2,-9.701,1,0.0765,0.00437,0.0345,0.082,0.437,114.816,0
Seek & Destroy - Remastered,Metallica,0.445,0.964,9,-5.493,1,0.282,0.037,0.0132,0.0773,0.448,140.817,0
Ride The Lightning - Remastered,Metallica,0.257,0.975,9,-6.128,1,0.175,6.07e-05,0.1,0.222,0.276,149.312,0
Arise,Sepultura,0.372,0.961,9,-6.765,0,0.0931,1.52e-05,0.0548,0.0916,0.159,115.336,0
For Whom The Bell Tolls - Remastered,Metallica,0.518,0.858,0,-6.147,1,0.0672,0.00563,0.00349,0.0598,0.249,117.897,0
Tornado Of Souls,Megadeth,0.405,0.932,7,-11.151,1,0.0929,0.00215,0.0317,0.072,0.408,194.639,0
Stranded,Gojira,0.513,0.88,7,-4.69,0,0.0309,9.59e-05,0.00614,0.0824,0.495,92.358,0
The Heretic Anthem,Slipknot,0.451,0.993,1,-4.143,1,0.185,0.000562,0.00479,0.152,0.14,100.827,0
Bellyfull - 1990 Digital Remaster,The Gladiators,0.845,0.334,8,-13.912,0,0.235,0.024,0.0,0.0426,0.773,79.648,0
Pass The Kutchie,Mighty Diamonds,0.7,0.476,0,-9.771,1,0.0703,4.48e-05,0.00158,0.0946,0.652,143.413,0
Three Little Birds,Bob Marley & The Wailers,0.826,0.49,9,-10.477,1,0.0676,0.00916,4.41e-06,0.0415,0.627,74.126,0
Rimas Pa' Seducir,Cultura Profética,0.764,0.314,11,-9.911,1,0.0381,0.803,0.0,0.107,0.399,124.052,0
Cool and Calm,Israel Vibration,0.795,0.415,0,-10.466,1,0.153,0.127,8.76e-06,0.0669,0.821,76.28,0
Act Of Affection,Wailing Souls,0.821,0.612,2,-7.013,1,0.0637,0.101,0.000202,0.0368,0.864,137.46,0
"Roots, Rock, Reggae",Bob Marley & The Wailers,0.855,0.473,11,-9.846,0,0.146,0.0719,2.71e-05,0.0795,0.682,139.175,0
The International Herb,Culture,0.825,0.433,5,-13.085,0,0.337,0.0585,0.0,0.0618,0.687,127.686,0
Fighting Against Conviction,Bunny Wailer,0.703,0.336,1,-15.422,0,0.334,0.0937,0.0258,0.0447,0.712,73.911,0
Steppin' Out,Steel Pulse,0.866,0.56,5,-9.848,0,0.0501,0.0574,0.0,0.0825,0.961,140.484,0
Really Like You,Sara Lugo,0.683,0.574,5,-6.288,1,0.0641,0.142,0.0,0.146,0.809,169.948,0
Time,Don Carlos,0.77,0.304,1,-8.988,0,0.15,0.0216,0.0,0.0503,0.683,155.442,0
My Master's Will,Israel Vibration,0.857,0.537,1,-7.392,1,0.242,0.153,0.0,0.101,0.737,143.757,0
Stjärnorna Finns Här,Kapten Röd,0.7,0.831,6,-5.262,0,0.257,0.0922,0.0,0.273,0.753,164.934,0
Got My Head On Straight,John Holt,0.782,0.544,10,-8.555,1,0.0567,0.0999,1.09e-05,0.0606,0.869,143.075,0
Jamming,Bob Marley & The Wailers,0.935,0.479,11,-10.981,0,0.306,0.107,5.25e-05,0.118,0.773,123.644,0
Un Deseo,Cultura Profética,0.923,0.592,4,-4.878,1,0.0449,0.234,1.18e-05,0.109,0.953,127.969,0
Natural Mystic,Bob Marley & The Wailers,0.876,0.282,7,-12.618,1,0.319,0.0503,4.76e-05,0.0741,0.801,130.958,0
Wa-Do-Dem,Eek-A-Mouse,0.855,0.602,0,-7.289,1,0.0595,0.376,0.0,0.167,0.81,77.514,0
My Mind,Hugh Mundell,0.818,0.418,4,-9.336,0,0.2,0.0321,1.56e-05,0.0736,0.609,148.588,0
Soul Rebel - 1990 Digital Remaster,The Gladiators,0.822,0.324,0,-12.85,1,0.0422,0.021,0.000302,0.0647,0.698,84.3,0
Material Man,Gregory Isaacs,0.927,0.313,2,-12.213,1,0.12,0.0825,0.00839,0.0804,0.943,128.952,0
Mas Alla De Tus Ojos,Dread Mar I,0.784,0.368,4,-7.137,0,0.0463,0.347,0.00287,0.123,0.397,143.87,0
Handsworth Revolution,Steel Pulse,0.911,0.429,10,-15.206,1,0.117,0.0238,1.86e-06,0.0608,0.808,118.026,0
Cinderella,Eric Donaldson,0.778,0.598,3,-8.242,1,0.0394,0.0366,0.0,0.459,0.89,130.447,0
There Is a Spell over This City,Roots Circus,0.768,0.679,4,-5.384,1,0.0941,0.259,4.28e-05,0.302,0.836,149.836,0
Cool Rasta,The Heptones,0.892,0.144,5,-20.142,0,0.118,0.168,0.108,0.0474,0.591,132.73,0
Dreadlocks The Time Is Now - 1990 Digital Remaster,The Gladiators,0.826,0.476,8,-15.109,0,0.167,0.000199,1.43e-05,0.0683,0.843,138.269,0
Fire House Rock,Wailing Souls,0.813,0.615,9,-5.838,1,0.0423,0.225,0.000533,0.0753,0.923,130.206,0
Coming In From The Cold,Bob Marley & The Wailers,0.734,0.631,5,-6.887,1,0.098,0.258,2.4e-06,0.0752,0.962,141.478,0
Irreplaceable,Beyoncé,0.576,0.697,10,-4.192,1,0.326,0.0286,1.15e-06,0.167,0.501,175.906,0
Love Don't Change,Jeremih,0.539,0.424,11,-9.361,1,0.0406,0.317,0.0,0.108,0.17,118.071,0
If I Ain't Got You,Alicia Keys,0.609,0.444,7,-9.129,1,0.106,0.603,6.86e-06,0.104,0.166,118.402,0
Falsetto,The-Dream,0.732,0.549,0,-4.194,1,0.0312,0.163,6.01e-05,0.122,0.479,131.006,0
Smack That,Akon,0.94,0.743,5,-5.166,0,0.0475,0.317,0.0,0.0909,0.932,118.988,0
Buy U a Drank (Shawty Snappin') (feat. Yung Joc),T-Pain,0.451,0.55,1,-8.137,1,0.262,0.0108,0.0,0.0737,0.594,80.001,0
Yeah! (feat. Lil Jon & Ludacris),Usher,0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,0
Kiss Me Thru The Phone,Soulja Boy,0.757,0.719,7,-3.797,1,0.108,0.0192,0.0,0.084,0.814,150.011,0
Mad,Ne-Yo,0.731,0.644,0,-5.348,1,0.0343,0.665,0.0,0.11,0.691,129.94,0
Say Aah (feat. Fabolous),Trey Songz,0.724,0.87,1,-3.614,0,0.113,0.00453,0.0,0.833,0.81,93.01,0
Slow Motion,JUVENILE,0.713,0.734,0,-4.894,0,0.325,0.549,0.0,0.0687,0.891,172.871,0
Tha Crossroads,Bone Thugs-N-Harmony,0.679,0.509,4,-7.31,1,0.0617,0.0856,0.0,0.438,0.534,144.29,0
Leave with Me,Akif,0.817,0.633,4,-6.234,0,0.0475,0.209,1.24e-05,0.117,0.57,98.033,0
Bed,J. Holiday,0.684,0.606,5,-7.268,0,0.0504,0.17,0.0,0.058,0.723,127.901,0
Sweet Love,Amber Lee,0.827,0.578,6,-4.672,0,0.115,0.263,0.0,0.118,0.729,96.989,0
One Wish,Ray J,0.525,0.652,5,-7.042,0,0.28,0.278,0.0,0.339,0.602,127.673,0
Ain't Thinkin' 'Bout You,Bow Wow,0.54,0.617,1,-5.534,1,0.125,0.0113,0.0,0.088,0.127,116.635,0
Do You Remember,Jay Sean,0.854,0.674,11,-4.896,1,0.0705,0.0204,0.0,0.101,0.818,125.845,0
You and Me,Yelawolf,0.598,0.448,1,-8.525,0,0.0342,0.109,0.00105,0.123,0.0727,140.97,0
Hate That I Love You,Rihanna,0.637,0.73,5,-5.38,0,0.0874,0.323,0.0,0.0981,0.732,93.867,0
How Do I Breathe,Mario,0.684,0.458,5,-8.25,1,0.0303,0.209,0.0,0.273,0.502,97.96,0
Ice Box,Omarion,0.775,0.731,8,-5.446,1,0.134,0.189,0.0,0.129,0.821,131.103,0
The Business (feat. Casha),Yung Berg,0.63,0.726,7,-5.372,1,0.177,0.00867,0.0,0.0864,0.327,133.317,0
Hey Daddy (Daddy's Home) (feat. Plies),Usher,0.402,0.741,11,-3.822,1,0.0411,0.000299,0.0,0.203,0.356,127.835,0
Sexy Love,Ne-Yo,0.693,0.516,8,-6.446,1,0.0413,0.297,0.000127,0.0604,0.494,94.02,0
I Need a Girl,Trey Songz,0.602,0.785,7,-6.129,1,0.0578,0.245,0.0,0.19,0.565,84.038,0
Flammable,Robsan,0.876,0.534,1,-6.788,1,0.0647,0.000239,5.74e-05,0.111,0.416,125.953,0
You Make Me Wanna...,Usher,0.761,0.639,5,-7.577,0,0.0539,0.0359,0.0,0.0945,0.922,164.088,0
One In A Million,Ne-Yo,0.761,0.797,11,-5.942,1,0.0381,0.115,2.13e-06,0.329,0.635,100.023,0
I Luv Your Girl,The-Dream,0.723,0.322,8,-9.702,1,0.0341,0.014,0.0,0.119,0.0406,90.063,0
Our Remains - Acoustic,Beta Radio,0.64,0.253,1,-14.988,0,0.031,0.895,0.000101,0.122,0.191,99.099,0
Loretta,Aoife O'Donovan,0.491,0.418,3,-9.121,1,0.0451,0.971,0.000102,0.157,0.561,97.631,0
If You Could Read My Mind,Gordon Lightfoot,0.612,0.24,9,-12.821,1,0.033,0.745,7.86e-05,0.115,0.223,122.565,0
Catch the Wind,Donovan,0.385,0.305,3,-12.167,1,0.0296,0.452,7.69e-06,0.128,0.547,173.377,0
Helplessly Hoping - 2005 Remaster,"Crosby, Stills & Nash",0.483,0.159,7,-13.648,1,0.0353,0.914,0.0,0.111,0.423,146.721,0
Mess Is Mine,Vance Joy,0.595,0.723,7,-8.256,1,0.0349,0.047,0.0286,0.0995,0.272,108.043,0
Fast Car,Tracy Chapman,0.711,0.292,4,-15.523,0,0.037,0.313,0.0,0.131,0.194,103.951,0
Big Black Car,Gregory Alan Isakov,0.6,0.186,3,-15.926,1,0.0317,0.909,0.00102,0.104,0.468,110.044,0
I'll Be Here in the Morning,Townes Van Zandt,0.558,0.17,4,-18.882,1,0.0331,0.887,0.037,0.113,0.635,76.835,0
Waiting Around to Die,Townes Van Zandt,0.551,0.233,6,-18.251,0,0.0312,0.71,0.000949,0.11,0.659,89.574,0
Diamonds And Rust,Joan Baez,0.506,0.343,5,-12.153,0,0.03,0.243,0.0,0.141,0.265,130.052,0
By and By,Caamp,0.584,0.474,9,-7.981,1,0.0258,0.796,2.69e-06,0.115,0.332,101.457,0
Girl from the North Country,Bob Dylan,0.607,0.142,7,-23.455,1,0.0382,0.843,0.000197,0.121,0.305,118.867,0
The Times They Are A-Changin',Bob Dylan,0.389,0.396,7,-7.999,1,0.0332,0.887,0.0,0.0828,0.585,171.86,0
Time After Time,Iron & Wine,0.627,0.247,1,-13.303,1,0.0321,0.811,0.0587,0.112,0.639,125.305,0
All My Days,Alexi Murdoch,0.417,0.425,2,-10.99,1,0.032,0.807,0.732,0.097,0.506,88.272,0
Into the Mystic - 2013 Remaster,Van Morrison,0.608,0.524,8,-10.266,1,0.0309,0.367,0.00254,0.115,0.797,86.204,0
One Of These Things First,Nick Drake,0.604,0.37,4,-18.45,1,0.0362,0.836,0.346,0.0954,0.666,90.339,0
Let Him Fly,Patty Griffin,0.505,0.232,2,-7.75,1,0.035,0.8,0.0,0.105,0.425,112.348,0
Road,Nick Drake,0.586,0.426,4,-8.673,0,0.0362,0.842,0.815,0.0898,0.793,150.968,0
America,Simon & Garfunkel,0.259,0.241,2,-15.955,1,0.042,0.554,6.62e-06,0.0849,0.275,178.453,0
Donna Donna,Joan Baez,0.579,0.0233,6,-18.57,0,0.0445,0.957,6.74e-05,0.101,0.389,117.444,0
The Stable Song,Gregory Alan Isakov,0.626,0.432,2,-11.948,1,0.0283,0.633,0.00239,0.127,0.361,137.93,0
Fever To The Form,Nick Mulvey,0.358,0.546,0,-8.927,0,0.0296,0.795,0.0586,0.111,0.264,106.489,0
Blues Run the Game - Studio Outtake - 1965,Simon & Garfunkel,0.517,0.117,11,-19.164,1,0.0331,0.904,1.12e-06,0.109,0.401,91.69,0
Here Comes The Sun,Richie Havens,0.698,0.643,2,-16.985,1,0.0649,0.803,0.0799,0.704,0.714,128.22,0
Secret - Acoustic,Angel Snow,0.599,0.295,3,-11.548,1,0.0264,0.655,0.000921,0.102,0.145,112.579,0
Flowers In Your Hair,The Lumineers,0.676,0.609,7,-10.183,1,0.034,0.753,5.85e-05,0.209,0.557,127.45,0
People Change,Mipso,0.373,0.276,7,-14.945,1,0.0357,0.883,0.0124,0.122,0.409,79.204,0
Morning,Sarah Jarosz,0.573,0.341,7,-11.324,1,0.0327,0.854,0.0436,0.107,0.334,128.989,0
Dummy,Portugal. The Man,0.747,0.649,11,-5.807,0,0.0419,0.0139,0.00333,0.115,0.774,91.05,0
New Gold (feat. Tame Impala and Bootie Brown),Gorillaz,0.695,0.923,1,-3.93,0,0.0522,0.0425,0.0469,0.116,0.551,108.014,0
Rescue Me,Dirty Heads,0.62,0.689,8,-4.572,0,0.217,0.149,0.0,0.0849,0.808,156.042,0
The Walk Home,Young the Giant,0.515,0.899,7,-6.404,1,0.0493,0.0062,1.18e-05,0.49,0.31,124.993,0
Bounce,Oliver Tree,0.612,0.676,0,-4.931,0,0.0574,0.0307,1.05e-06,0.467,0.548,175.982,0
Dial Drunk,Noah Kahan,0.693,0.595,8,-7.578,1,0.0311,0.0969,0.0,0.113,0.646,112.02,0
Chemical,Post Malone,0.498,0.897,2,-4.907,1,0.045,0.00136,0.0,0.118,0.373,169.902,0
The Narcissist,Blur,0.563,0.908,1,-5.318,0,0.034,0.0363,3.14e-05,0.571,0.524,127.969,0
Hello,GROUPLOVE,0.493,0.935,1,-4.133,1,0.0294,0.00118,0.0,0.225,0.774,94.964,0
Those Eyes,New West,0.593,0.352,4,-8.296,1,0.0284,0.695,2.22e-05,0.3,0.226,119.988,0
Paper Machete,Queens of the Stone Age,0.439,0.919,1,-4.561,0,0.0649,0.00389,0.437,0.12,0.55,132.301,0
Kid,The Revivalists,0.331,0.889,1,-4.308,0,0.0765,0.0082,0.0002,0.135,0.416,157.62,0
Blame Brett,The Beaches,0.461,0.87,1,-3.458,0,0.042,0.00527,1.59e-05,0.343,0.79,155.913,0
Overcome,Nothing But Thieves,0.413,0.876,11,-4.577,1,0.057,0.000938,0.000104,0.387,0.341,164.08,0
Cannonballers,Colony House,0.546,0.968,5,-3.613,0,0.0478,0.00399,0.000496,0.193,0.783,158.009,0
Alive!,Bakar,0.75,0.736,8,-5.405,0,0.0307,0.517,1.23e-05,0.0866,0.579,97.032,0
Running Out Of Time,Paramore,0.736,0.534,11,-9.22,0,0.0367,0.0433,0.00434,0.0664,0.552,127.035,0
Say Yes To Heaven,Lana Del Rey,0.49,0.352,6,-11.577,0,0.0254,0.709,0.0856,0.114,0.166,99.992,0
Odyssey,Beck,0.695,0.781,6,-3.742,1,0.0382,0.0679,0.000423,0.317,0.89,115.993,0
Think Fast (feat. Weezer),Dominic Fike,0.538,0.452,2,-7.994,1,0.0462,0.368,2.26e-05,0.0635,0.209,168.102,0
We Didn’t Start The Fire,Fall Out Boy,0.567,0.961,7,-4.084,1,0.0572,0.00139,3.7e-05,0.102,0.669,151.92,0
blame,The Maine,0.649,0.908,11,-5.028,0,0.037,0.0339,3.04e-05,0.137,0.667,104.011,0
only wanna dance,almost monday,0.51,0.915,9,-4.948,1,0.0891,0.000355,0.00701,0.231,0.941,168.965,0
The Dumb Song,AJR,0.513,0.689,0,-5.369,1,0.0462,0.118,0.0,0.147,0.716,170.832,0
Hold Me Like a Grudge,Fall Out Boy,0.646,0.798,4,-5.283,0,0.0767,0.000305,9.84e-05,0.0922,0.821,113.959,0
Nosebleeds,MisterWives,0.616,0.804,6,-3.259,1,0.0564,0.0387,0.0,0.398,0.7,115.075,0
Lowlife,YUNGBLUD,0.631,0.884,2,-2.892,1,0.1,0.0632,0.0,0.325,0.878,92.507,0
Salad,Blondshell,0.559,0.796,7,-5.197,1,0.0356,0.0078,0.793,0.0921,0.268,112.015,0
Eat Your Young,Hozier,0.553,0.587,5,-6.829,1,0.0277,0.345,0.1,0.256,0.346,90.018,0
Hollywood Baby,100 gecs,0.354,0.931,10,0.706,1,0.0769,0.0586,0.0,0.298,0.564,77.135,0
When The Sun Goes Down,Arctic Monkeys,0.348,0.875,11,-4.758,0,0.199,0.0341,0.0,0.117,0.407,169.152,0
Take Her Back,The Pigeon Detectives,0.488,0.962,0,-1.589,1,0.0338,0.00202,2.03e-06,0.261,0.658,109.07,0
Little Talks,Of Monsters and Men,0.457,0.757,1,-5.177,1,0.032,0.0206,0.0,0.146,0.417,102.961,0
A-Punk,Vampire Weekend,0.551,0.819,2,-4.489,1,0.0525,0.0103,0.0437,0.153,0.846,174.917,0
Post Break-Up Sex,The Vaccines,0.401,0.902,5,-4.115,1,0.0469,7.32e-05,0.00465,0.261,0.57,136.873,0
This Fire,Franz Ferdinand,0.549,0.87,7,-9.453,1,0.0543,0.00249,2.08e-06,0.127,0.671,138.078,0
Slow Hands,Interpol,0.245,0.974,11,-2.523,0,0.0496,0.00045,0.438,0.363,0.644,141.885,0
Twice,Catfish and the Bottlemen,0.408,0.817,0,-4.59,1,0.0759,0.000163,0.03,0.403,0.288,136.617,0
Ooh La,The Kooks,0.545,0.873,10,-5.193,0,0.0825,0.0263,9.1e-05,0.145,0.748,150.841,0
When Am I Gonna Lose You,Local Natives,0.452,0.834,11,-4.657,1,0.0967,0.0417,0.00036,0.119,0.514,142.088,0
Houdini,Foster The People,0.632,0.908,8,-3.511,1,0.0458,0.00762,0.000172,0.167,0.764,110.024,0
R U Mine?,Arctic Monkeys,0.288,0.758,6,-5.692,0,0.0371,0.00616,0.0,0.303,0.619,97.094,0
Evil,Interpol,0.489,0.769,5,-3.524,1,0.038,0.00135,0.56,0.0727,0.637,128.985,0
Undercover Martyn,Two Door Cinema Club,0.454,0.873,2,-5.072,1,0.122,0.000244,1.73e-05,0.0847,0.562,159.814,0
"Eat, Sleep, Wake (Nothing But You)",Bombay Bicycle Club,0.596,0.807,1,-7.893,0,0.028,0.000132,0.264,0.312,0.288,117.016,0
Help I'm Alive,Metric,0.57,0.884,5,-4.55,0,0.0601,0.00826,0.00322,0.364,0.405,118.485,0
D Is for Dangerous,Arctic Monkeys,0.551,0.928,1,-4.776,1,0.0365,1.05e-05,0.000108,0.145,0.736,145.057,0
Fallout,Catfish and the Bottlemen,0.358,0.851,8,-3.76,1,0.0549,9.66e-05,0.0,0.363,0.341,146.028,0
Naive,The Kooks,0.391,0.808,8,-6.209,0,0.0892,0.0759,0.0,0.149,0.737,100.304,0
New Slang - 2021 Remaster,The Shins,0.67,0.403,0,-10.623,1,0.031,0.753,0.0903,0.0858,0.622,129.984,0
I Bet You Look Good On The Dancefloor,Arctic Monkeys,0.535,0.948,6,-4.19,0,0.0356,0.00225,0.0,0.376,0.778,103.183,0
Seaside,The Kooks,0.629,0.422,10,-8.542,0,0.0411,0.705,0.0,0.124,0.325,129.456,0
Australia,The Shins,0.416,0.827,4,-5.177,1,0.0384,0.00428,0.000242,0.277,0.87,169.902,0
She Moves In Her Own Way,The Kooks,0.41,0.803,7,-5.363,1,0.0623,0.239,0.0,0.103,0.814,153.315,0
Hang Me Up To Dry,Cold War Kids,0.509,0.922,9,-2.823,0,0.031,0.0219,0.00117,0.496,0.645,92.5,0
The Suburbs,Arcade Fire,0.619,0.686,6,-6.125,0,0.0265,0.0565,0.0237,0.142,0.538,117.777,0
In The Morning,Razorlight,0.616,0.855,4,-3.495,0,0.042,0.00379,0.000863,0.318,0.686,124.191,0
What You Know,Two Door Cinema Club,0.563,0.739,6,-4.239,0,0.0416,0.00073,1.45e-05,0.0822,0.775,139.0,0
12:51,The Strokes,0.451,0.889,4,-3.838,1,0.0379,0.312,0.8,0.558,0.592,145.056,0
A Certain Romance,Arctic Monkeys,0.455,0.881,11,-5.587,1,0.0401,0.000566,6.06e-05,0.11,0.201,137.949,0
It's Your Thing,The Isley Brothers,0.376,0.67,10,-9.273,1,0.0854,0.0727,2.52e-06,0.0718,0.837,185.503,0
What's Going On,Marvin Gaye,0.283,0.716,1,-9.632,0,0.0986,0.447,0.0,0.399,0.828,201.96,0
You're All I Need To Get By,Marvin Gaye,0.513,0.448,11,-11.074,0,0.0325,0.135,0.0,0.0678,0.172,97.63,0
Fa-Fa-Fa-Fa-Fa (Sad Song),Otis Redding,0.751,0.364,10,-11.987,1,0.0308,0.468,0.00418,0.186,0.882,97.972,0
Good Times,Sam Cooke,0.663,0.638,2,-8.765,1,0.0592,0.691,0.0,0.302,0.869,119.476,0
Nothing Can Change This Love,Sam Cooke,0.373,0.301,9,-11.843,1,0.0314,0.769,0.0,0.0816,0.436,65.488,0
California Dreamin',Bobby Womack,0.47,0.385,6,-13.159,0,0.0296,0.767,0.0653,0.179,0.694,112.377,0
Chain of Fools,Aretha Franklin,0.721,0.567,10,-9.516,1,0.0389,0.221,0.0,0.465,0.914,116.643,0
My Girl,The Temptations,0.572,0.418,0,-10.738,1,0.0349,0.635,0.0,0.0961,0.694,104.566,0
Mr. Big Stuff,Jean Knight,0.886,0.491,8,-12.589,1,0.171,0.29,2.46e-06,0.229,0.971,93.236,0
Soul Man,Sam & Dave,0.79,0.41,0,-13.241,1,0.0343,0.263,0.00314,0.174,0.815,112.345,0
"Love, Love, Love",Donny Hathaway,0.487,0.707,8,-7.775,1,0.0595,0.691,0.0,0.161,0.639,95.136,0
Who's Lovin' You,The Jackson 5,0.247,0.307,7,-13.16,1,0.0371,0.648,2.43e-05,0.281,0.403,161.982,0
Sir Duke,Stevie Wonder,0.588,0.568,6,-9.766,1,0.0672,0.16,0.0,0.0792,0.952,106.938,0
Pain in My Heart,Otis Redding,0.476,0.227,10,-13.947,1,0.0389,0.666,0.000397,0.115,0.651,164.179,0
When a Man Loves a Woman,Percy Sledge,0.516,0.15,1,-20.41,1,0.0272,0.13,0.0755,0.122,0.205,97.398,0
Let's Stay Together,Al Green,0.756,0.401,7,-10.702,0,0.0526,0.582,0.011,0.0541,0.514,101.954,0
Stand by Me,Ben E. King,0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,0
Jealous Guy,Donny Hathaway,0.457,0.475,7,-8.985,1,0.0437,0.6,1.55e-06,0.637,0.654,122.122,0
You Make Me Feel Brand New,The Stylistics,0.453,0.359,7,-8.567,1,0.0247,0.849,3.02e-05,0.137,0.178,76.015,0
Get Ready,The Temptations,0.59,0.737,7,-5.867,1,0.0384,0.404,0.0,0.108,0.877,132.966,0
(Sittin' On) the Dock of the Bay,Otis Redding,0.769,0.367,2,-11.226,1,0.0312,0.684,1.62e-05,0.081,0.535,103.621,0
Move on Up - Single Edit,Curtis Mayfield,0.538,0.969,11,-5.626,0,0.0906,0.417,0.00154,0.119,0.928,138.652,0
Cupid,Sam Cooke,0.485,0.433,7,-10.503,1,0.0342,0.476,0.0,0.0861,0.825,120.471,0
Lean on Me,Bill Withers,0.619,0.22,0,-13.843,1,0.0672,0.782,1.19e-05,0.124,0.426,75.143,0
You Send Me - Mono,Sam Cooke,0.572,0.365,4,-7.583,0,0.0276,0.88,0.0,0.125,0.41,96.022,0
Respect,Aretha Franklin,0.805,0.558,0,-5.226,1,0.041,0.164,2.2e-05,0.0546,0.965,114.95,0
Ain't No Sunshine,Bill Withers,0.527,0.415,4,-11.451,0,0.122,0.457,1.72e-05,0.117,0.515,78.169,0
I'd Rather Go Blind,Etta James,0.477,0.433,11,-6.473,0,0.0247,0.689,0.000195,0.151,0.611,82.52,0
Cigarettes and Coffee,Otis Redding,0.483,0.275,0,-13.609,1,0.0418,0.232,0.0,0.125,0.31,138.063,0
People Get Up And Drive Your Funky Soul - Remix,James Brown,0.8,0.802,0,-5.439,1,0.166,0.23,0.00379,0.0971,0.82,97.586,0
Superfly,Curtis Mayfield,0.784,0.708,2,-9.141,1,0.11,0.457,7.5e-05,0.0913,0.748,120.11,0
Give Up The Funk (Tear The Roof Off The Sucker),Parliament,0.717,0.665,9,-9.503,1,0.0523,0.0659,0.0,0.326,0.774,105.693,0
Getaway,"Earth, Wind & Fire",0.724,0.879,5,-9.412,0,0.0369,0.124,0.0155,0.359,0.826,112.595,0
Pick Up the Pieces,Average White Band,0.768,0.853,10,-5.915,0,0.0427,0.0548,0.13,0.0188,0.889,107.234,0
Get Up Offa That Thing,James Brown,0.864,0.813,2,-6.909,1,0.361,0.217,0.0,0.874,0.72,118.006,0
Use Me,Bill Withers,0.758,0.586,11,-13.461,0,0.056,0.033,0.0028,0.0743,0.947,154.629,0
Got To Give It Up,Marvin Gaye,0.838,0.806,2,-9.738,1,0.0408,0.213,0.00203,0.354,0.846,123.121,0
More Mess on My Thing,The Poets Of Rhythm,0.542,0.869,0,-6.18,1,0.0947,0.225,0.891,0.0453,0.962,190.132,0
Ghetto Life,Rick James,0.758,0.716,0,-8.609,1,0.0875,0.354,0.0,0.126,0.896,116.648,0
Good Times,CHIC,0.87,0.657,2,-7.32,1,0.0522,0.149,0.0102,0.053,0.893,110.596,0
Baby I'm Yours,Breakbot,0.829,0.792,2,-3.755,0,0.0668,0.726,5.83e-06,0.122,0.758,118.05,0
