song_name,artist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,like
L'amour Toujours (Small Mix),Gigi D'Agostino,0.637,0.878,7,-4.449,1,0.0302,0.0775,0.0227,0.364,0.742,139.053,1
Castles In The Sky - Radio Mix,Ian van Dahl,0.578,0.87,0,-6.422,0,0.0323,0.00268,0.412,0.0346,0.667,139.992,1
Tremble - Safri Duo vs Fairlite Remix,Marc Et Claude,0.639,0.892,11,-8.241,0,0.0401,0.0327,0.451,0.102,0.417,137.967,1
Outside - Radio Edit,Kyau & Albert,0.554,0.958,10,-6.825,0,0.0451,0.00127,0.132,0.319,0.159,138.012,1
Strings Of Infinity - Pulsedriver Single Edit,Topmodelz,0.693,0.93,2,-8.175,1,0.0469,0.000679,0.525,0.0388,0.681,139.984,1
Silence (feat. Sarah McLachlan) - DJ Tiësto's In Search of Sunrise Edit,Delerium,0.602,0.847,9,-5.998,0,0.0589,0.00903,0.0306,0.0622,0.0863,138.025,1
The Fields Of Love,ATB,0.645,0.849,9,-7.478,0,0.0366,0.25,0.917,0.125,0.961,134.978,1
Don't Be Afraid (To Let Yourself Go) - Straight Disco Edit,DJ Tonka,0.671,0.962,10,-5.663,0,0.0481,0.00044,0.221,0.38,0.644,128.237,1
Beyond Time,Blank & Jones,0.579,0.902,0,-4.858,0,0.0427,0.00308,0.846,0.0356,0.599,139.999,1
Das Boot 2001 - DJ Mellow-D Remix,U96,0.728,0.559,0,-10.431,1,0.0474,0.00424,0.91,0.267,0.221,136.011,1
Licht Und Farben,Rollergirl,0.64,0.85,8,-7.982,1,0.0405,0.0281,0.924,0.346,0.396,138.098,1
Anthem #4 - (D.j. Cerla Floorfiller Mix),Floorfilla,0.807,0.853,11,-6.9,0,0.0477,0.0614,0.358,0.229,0.6,135.078,1
Feels Like Flying (Radio Edit),Woody van Eyden,0.669,0.906,10,-8.39,1,0.0332,0.00797,0.767,0.0531,0.641,136.747,1
Airwave >Breathing< (Radio Edit),Rank 1,0.4,0.75,5,-10.181,1,0.0421,0.00507,0.000323,0.0866,0.131,139.027,1
Superstring - Rank 1 Remix,Cygnus X,0.598,0.825,0,-10.037,1,0.0445,0.00148,0.893,0.359,0.496,139.089,1
Escape - Radio Edit,Kay Cee,0.63,0.739,5,-7.09,1,0.0342,0.0157,0.83,0.0388,0.446,141.851,1
D (Don't Go),Scot Project,0.551,0.898,4,-4.847,0,0.0835,0.00181,0.906,0.326,0.228,138.023,1
On The Beach - Vocal Cut,York,0.756,0.922,1,-6.656,1,0.0424,0.0666,0.0124,0.33,0.822,133.987,1
At the Club - Mario Lopez vs. Lightforce Radio Edit,Sm-trax,0.651,0.891,7,-4.402,1,0.0315,0.0139,0.524,0.349,0.626,139.998,1
Barber's Adagio for Strings - Atb Remix,William Orbit,0.752,0.97,2,-5.199,1,0.0999,0.00253,0.763,0.0355,0.339,133.162,1
The Summer,ATB,0.749,0.979,10,-7.426,0,0.0379,0.132,0.939,0.107,0.769,133.012,1
"Bass, Beats & Melody",Brooklyn Bounce,0.677,0.88,9,-6.341,1,0.0484,0.0147,0.299,0.201,0.509,139.393,1
The Chase - Jam & Spoon Radio Mix,Giorgio Moroder,0.779,0.924,0,-8.297,1,0.0352,0.0118,0.797,0.0875,0.788,136.027,1
Another Way (Tanzen Vison RMX),Gigi D'Agostino,0.899,0.661,8,-8.983,0,0.0389,0.301,0.0115,0.0709,0.676,135.08,1
Versus (Radio Cut),Sunbeam,0.607,0.835,2,-7.077,0,0.0321,0.000491,0.568,0.131,0.388,137.959,1
Theme from Magnum - Radio Edit,Celvin Rotane,0.842,0.761,10,-9.375,1,0.0356,0.0867,0.0713,0.0654,0.97,129.094,1
Flawless - Radio Edit,The Ones,0.721,0.935,7,-6.691,1,0.111,0.0102,0.748,0.212,0.878,125.068,1
Take Me To The Clouds Above - LMC Vs. U2 / Radio Edit,LMC,0.601,0.968,6,-6.148,1,0.0431,9.48e-06,0.272,0.774,0.686,129.969,1
King Of My Castle - Rowald Steyn Remix,Wamdue Project,0.8,0.862,8,-4.977,1,0.062,0.0631,4.51e-05,0.174,0.882,129.96,1
Yesterday (Silence) - ATB Remix,York,0.795,0.663,4,-6.952,1,0.082,0.0944,0.892,0.0552,0.346,141.016,1
The Launch - Radio Edit,DJ Jean,0.741,0.998,11,-5.684,0,0.134,0.0606,0.917,0.327,0.303,136.509,1
Mental Atmosphere - Video Mix,Cosmic Gate,0.74,0.911,1,-6.131,1,0.0599,0.000105,0.872,0.0426,0.399,138.001,1
Take Off! - Radio Cut,Raver's Nature,0.596,0.914,8,-10.946,1,0.0425,0.000544,0.68,0.176,0.256,134.995,1
Child Of The Universe (Sanvean) - UK Radio Mix,Taucher,0.58,0.623,0,-13.048,1,0.0344,0.061,0.568,0.364,0.201,138.842,1
The Whistle Song,DJ Aligator,0.834,0.913,11,-7.28,0,0.0354,0.00144,0.00466,0.108,0.903,139.982,1
A Dream Within - 1st Movement Radio Version,A-Trax,0.737,0.984,11,-5.023,0,0.056,0.0168,0.893,0.0854,0.555,135.003,1
Back to Earth - 7” Mix,Cosmic Gate,0.58,0.956,11,-5.321,0,0.0753,0.0336,0.401,0.0867,0.172,138.047,1
ResuRection (Radio Edit),PPK,0.573,0.901,2,-5.378,0,0.031,0.0266,0.335,0.637,0.558,139.984,1
Sunshine,Dance Nation,0.65,0.899,9,-6.852,0,0.0355,0.0439,0.125,0.0943,0.27,137.984,1
Not Over Yet '99 (feat. Grace) - Radio Edit,Planet Perfecto,0.564,0.913,6,-6.235,0,0.0358,0.00446,0.00209,0.0863,0.547,130.441,1
Pitchin',Hi-Gate,0.737,0.952,6,-5.325,0,0.0922,0.000596,0.313,0.101,0.476,138.065,1
Freaks - Radio Freaks,MOGUAI,0.695,0.743,1,-8.225,1,0.0312,0.000187,0.00292,0.358,0.387,135.032,1
Freefall,Jeckyll & Hyde,0.731,0.881,7,-6.541,1,0.0413,0.071,0.896,0.123,0.802,139.989,1
Love Comes Again - Radio Edit,Tiësto,0.626,0.667,8,-8.921,1,0.0382,8.9e-05,0.000767,0.0909,0.303,135.98,1
Synth & Strings,Yomanda,0.635,0.994,9,-8.58,1,0.0477,0.0191,0.902,0.0564,0.579,138.537,1
Anthem 3,Floorfilla,0.667,0.962,9,-6.827,1,0.0543,0.00171,0.818,0.0938,0.717,132.078,1
Merry Christmas Mr. Lawrence (Heart of Asia) - DJ Quicksilver's Radio Edit,Watergate,0.669,0.977,7,-5.313,1,0.046,0.0753,0.917,0.403,0.466,136.992,1
Get Down (Again) - Original Mix,Avantgarde,0.755,0.93,4,-5.833,1,0.0667,0.0103,0.299,0.0709,0.515,130.007,1
Hypnotic Tango - Club Mix,Master Blaster,0.728,0.927,3,-8.487,1,0.036,0.0212,0.799,0.097,0.77,134.997,1
Iguana,Mauro Picotto,0.703,0.838,4,-8.442,0,0.0815,0.00325,0.83,0.615,0.229,136.959,1
Billig,Die Boxenluder,0.838,1.0,10,-5.063,1,0.0904,0.00664,0.282,0.0901,0.216,138.017,1
Sputnik (D.O.N.S. Club Mix),D.O.N.S.,0.807,0.959,11,-7.228,0,0.0556,0.00158,0.665,0.546,0.463,137.99,1
What I've Got,Vitamino,0.69,0.976,7,-5.045,0,0.0633,0.0115,0.145,0.505,0.303,130.313,1
Houseshaker (Radio Mix),Shahin & Simon,0.707,0.971,6,-12.573,1,0.0539,0.00178,0.861,0.309,0.429,138.994,1
It's A Fine Day (Radio Mix),Miss Jane,0.664,0.973,6,-8.443,0,0.032,0.188,0.168,0.128,0.834,133.218,1
I Wanna Mmm... - Successful Radio Version,The Lawyer,0.688,0.988,1,-3.355,0,0.528,0.0373,0.00104,0.57,0.672,134.69,1
Millenium Stringz - Radio Edit,Kay Cee,0.621,0.913,10,-8.954,0,0.0404,0.00312,0.422,0.148,0.547,138.182,1
On The Move - Radio Edit,Barthezz,0.621,0.991,10,-7.592,0,0.0453,0.0593,0.909,0.291,0.66,142.861,1
Heaven,DJ Sammy,0.565,0.942,8,-6.821,1,0.0518,0.00107,0.000406,0.152,0.568,137.973,1
Something,Lasgo,0.653,0.919,10,-10.217,1,0.0418,0.00496,0.000715,0.326,0.387,140.021,1
Nightmare - Sinister Strings Radio Edit,Brainbug,0.784,0.987,7,-5.793,0,0.0357,0.0141,0.0378,0.165,0.0892,134.273,1
Miami Pop - Radio Pop,Phil Fuldner Works #2,0.776,0.944,8,-4.856,1,0.0759,0.0422,0.791,0.0612,0.783,127.978,1
Drop The Gun (Single Mix),D.O.N.S.,0.76,0.99,7,-5.782,1,0.0646,0.0107,0.206,0.328,0.529,144.975,1
The Rebel (Radio Mix),Shahin & Simon,0.662,0.946,5,-4.095,0,0.0552,0.00042,0.703,0.0735,0.551,136.033,1
Reflect - Original 1996 Short Mix,Three 'N One,0.787,0.751,4,-11.101,0,0.0472,0.0148,0.943,0.0557,0.283,134.997,1
Cream - Radio Edit,Blank & Jones,0.499,0.952,10,-3.608,0,0.045,0.000334,0.956,0.285,0.644,140.005,1
The Boys Of Summer,DJ Sammy,0.568,0.866,6,-5.352,1,0.0275,0.025,0.000143,0.202,0.558,144.961,1
Cambodia - Single Mix,Pulsedriver,0.764,0.973,0,-6.177,1,0.0538,0.000662,0.867,0.125,0.751,140.0,1
Greece 2000,Three Drives On A Vinyl,0.747,0.936,1,-8.579,0,0.0426,0.0011,0.902,0.0912,0.738,131.981,1
Luvstruck - Original Mix,Southside Spinners,0.735,0.955,0,-8.647,1,0.0594,0.00571,0.811,0.279,0.492,138.035,1
Liquid Skies,Kai Tracid,0.697,0.928,7,-7.501,0,0.0617,0.448,0.285,0.146,0.193,137.991,1
The Fields of Love,ATB,0.63,0.901,9,-4.967,0,0.0393,0.216,0.852,0.0754,0.914,134.977,1
Pump Up The Jam - Edit,Technotronic,0.862,0.918,10,-7.325,0,0.108,0.0287,1.15e-06,0.0492,0.651,124.811,1
Pump Up The Jam,Technotronic,0.885,0.844,10,-9.225,0,0.0733,0.0147,4.49e-06,0.0494,0.715,124.602,1
Get Up - General Electric Edit,Global Deejays,0.766,0.882,6,-5.212,1,0.0587,0.00129,0.574,0.0427,0.517,128.034,1
Move It To The Rhythm,Technotronic,0.623,0.976,5,-5.871,0,0.0436,0.00193,0.000944,0.329,0.904,136.981,1
Megamix - Radio Version,Technotronic,0.813,0.959,1,-7.43,1,0.0571,0.00136,0.000439,0.15,0.693,123.35,1
Get Up (Before The Night Is Over),Technotronic,0.79,0.727,6,-11.84,0,0.105,0.00418,0.000162,0.0628,0.67,123.958,1
Pump Up The Jam (Loop Radio Edit),D.O.N.S.,0.764,0.999,1,-8.153,1,0.0717,0.00125,0.0339,0.0447,0.656,137.992,1
Pump Up The Jam,Coone,0.553,0.994,8,-3.214,1,0.0937,0.0324,4.89e-05,0.348,0.384,150.017,1
"Hey Yoh, Here We Go",Technotronic,0.702,0.925,10,-6.997,0,0.0368,0.0274,0.00309,0.105,0.571,129.882,1
Rockin' Over The Beat,Technotronic,0.734,0.904,8,-10.604,1,0.0345,0.0437,0.0631,0.154,0.969,120.75,1
Recall,Technotronic,0.75,0.955,0,-6.935,1,0.0319,0.00243,0.000811,0.142,0.839,133.041,1
Move That Body,Technotronic,0.825,0.849,1,-10.752,1,0.0717,0.0417,0.0,0.0936,0.836,121.014,1
The G-Train - Radio Mix,Technotronic,0.831,0.907,3,-7.204,0,0.0772,0.0133,0.00029,0.0342,0.82,129.037,1
Tough,Technotronic,0.771,0.823,10,-10.938,0,0.0409,0.0147,0.686,0.116,0.518,121.229,1
2 UX,Technotronic,0.566,0.951,11,-7.547,0,0.0328,9.8e-05,0.891,0.338,0.416,135.848,1
Yeh-Yeah,Technotronic,0.771,0.855,10,-11.266,0,0.116,0.00138,0.876,0.0516,0.365,118.98,1
Like This - Radio Version,Technotronic,0.941,0.818,6,-7.588,0,0.146,0.0164,0.000614,0.0395,0.668,132.024,1
Come On,Technotronic,0.762,0.813,10,-13.51,0,0.0523,0.00667,0.751,0.086,0.959,121.902,1
Are You Ready,Technotronic,0.716,0.962,0,-5.049,0,0.0334,0.0141,0.00218,0.0773,0.863,136.998,1
Get It Started,Technotronic,0.77,0.854,2,-9.878,1,0.0456,0.0191,0.000606,0.0457,0.833,122.941,1
Pump Up The Jam,Dj Babatr,0.683,0.881,0,-9.917,0,0.0608,0.0025,0.000186,0.0336,0.184,140.0,1
Take It Slow,Technotronic,0.746,0.905,10,-8.121,0,0.0431,0.0345,0.000329,0.0376,0.879,107.038,1
It's Alright,Technotronic,0.596,0.916,2,-7.123,1,0.0364,7.5e-05,0.31,0.126,0.324,137.005,1
Bogaert's Breakfast,Technotronic,0.727,0.761,7,-9.938,0,0.0671,1.96e-05,0.897,0.0503,0.318,122.943,1
Loaded,D.O.N.S.,0.785,0.645,1,-14.486,1,0.0533,0.03,0.0186,0.11,0.772,125.996,1
pump up,Dj Panda Boladao,0.96,0.313,6,-10.243,0,0.353,0.0078,0.0114,0.115,0.418,128.0,1
Saving All Your Love,Technotronic,0.583,0.896,0,-6.906,1,0.0333,0.00595,2.41e-05,0.127,0.597,134.009,1
Release Yourself,Technotronic,0.73,0.874,10,-10.504,0,0.0672,0.0269,5.73e-06,0.0902,0.878,121.44,1
The Mariachi,Technotronic,0.796,0.828,7,-6.656,1,0.143,0.00569,1.13e-05,0.305,0.764,117.998,1
Crazy,Technotronic,0.678,0.937,9,-7.094,0,0.0323,0.00739,0.000249,0.538,0.799,134.864,1
Get Up! (Before the Night Is Over) The Sequel - The A-Team`s Radio Mix,Technotronic,0.79,0.995,3,-8.86,0,0.0691,0.00154,0.00198,0.0358,0.834,138.117,1
Cold Chillin,Technotronic,0.94,0.364,1,-13.126,1,0.12,0.224,0.0702,0.126,0.932,116.969,1
Turn It Up - Three Men a Mix,Technotronic,0.73,0.88,10,-9.06,0,0.0367,0.0048,0.00515,0.36,0.762,116.559,1
It Don’t Matter - Alok & ÜHÜ Remix,Alok,0.695,0.838,6,-5.379,1,0.0395,0.109,0.000207,0.0729,0.251,125.045,1
Queen of Ice - Nora En Pure Club Mix,Claptone,0.714,0.891,6,-6.752,1,0.0381,0.0513,0.0837,0.152,0.0415,123.0,1
Strangers (with Mansionair) - Nora En Pure Remix,Dom Dolla,0.643,0.941,8,-5.243,0,0.0377,0.0599,0.756,0.157,0.174,126.01,1
Something,Martin Garrix,0.556,0.939,11,-5.99,1,0.039,0.00245,0.915,0.121,0.152,127.992,1
Lovin' You,Keanu Silva,0.705,0.901,5,-3.53,0,0.0849,0.0188,0.0015,0.087,0.396,128.024,1
Belly Dancer - Glockenbach Remix,Imanbek,0.767,0.79,1,-6.709,1,0.0484,0.0305,0.00219,0.334,0.59,121.02,1
Formula,Charlotte de Witte,0.727,0.938,8,-9.294,1,0.0485,0.00532,0.871,0.121,0.303,134.999,1
Knaldrang,Joyhauser,0.685,0.883,0,-4.822,1,0.0365,0.000275,0.841,0.44,0.185,133.016,1
Saw of Olympus,HI-LO,0.732,0.933,6,-7.017,0,0.116,0.182,0.877,0.152,0.303,129.993,1
Zero Gravity,NWYR,0.524,0.817,2,-3.3,0,0.0596,0.124,0.148,0.66,0.107,130.053,1
I’ll Take You High,Tiësto,0.66,0.953,8,-5.25,0,0.0782,0.000508,0.0436,0.605,0.118,127.958,1
Hypnos,HI-LO,0.732,0.869,1,-7.524,0,0.0443,0.0192,0.907,0.13,0.352,131.0,1
Dondake,Deborah de Luca,0.783,0.956,5,-8.725,1,0.0464,0.0377,0.939,0.111,0.0396,135.002,1
Treno - Deborah De Luca Remix,Franco Ricciardi,0.791,0.504,11,-9.496,0,0.0773,0.00472,0.28,0.074,0.0847,129.998,1
Asura,Charlotte de Witte,0.731,0.902,11,-10.807,1,0.0511,0.0122,0.899,0.111,0.409,136.014,1
Space In Your Mind,Maddix,0.511,0.837,1,-7.401,1,0.0437,0.00113,0.797,0.115,0.0534,131.958,1
AGAIN,Alesso,0.738,0.925,6,-2.267,1,0.0384,0.0178,0.809,0.161,0.0691,122.016,1
Cryptic Speech - Original Mix,UMEK,0.741,0.948,2,-4.822,1,0.0439,0.00398,0.827,0.103,0.177,131.011,1
The Game,Space 92,0.764,0.954,7,-5.664,1,0.0588,0.0344,0.845,0.102,0.317,131.989,1
Readymade Sweat,Dada Life,0.686,0.927,5,-5.838,1,0.0657,0.00925,0.816,0.274,0.0705,128.065,1
Higher,Wolfgang Gartner,0.799,0.859,9,-4.515,1,0.0624,0.00181,0.846,0.107,0.112,127.997,1
Retrospection,Cosmic Gate,0.5,0.868,1,-5.131,1,0.229,0.000366,0.909,0.0624,0.194,129.044,1
Hoogenbanger,MaRLo,0.674,0.839,2,-7.69,0,0.0641,0.0304,0.906,0.113,0.564,133.992,1
Hardcore Vibes - Radio Edit,Keanu Silva,0.793,0.907,11,-4.448,0,0.12,0.0474,0.00604,0.63,0.116,126.016,1
Atlas,Space 92,0.727,0.952,1,-5.693,0,0.0855,0.0358,0.882,0.108,0.196,131.994,1
Follow,Martin Garrix,0.588,0.78,11,-6.102,0,0.0432,0.0333,0.193,0.0728,0.201,127.085,1
Savage,Tiësto,0.694,0.7,0,-5.53,0,0.0488,0.191,0.0,0.0719,0.261,127.965,1
Liquor Store,Joel Corry,0.803,0.932,0,-7.123,1,0.0912,0.0225,0.581,0.078,0.726,124.963,1
Lightning Strikes,Gabry Ponte,0.634,0.923,0,-4.004,0,0.13,0.000627,0.00225,0.147,0.043,127.968,1
Piece Of Art,Kryder,0.586,0.897,8,-5.9,1,0.0461,0.0917,0.568,0.223,0.242,124.01,1
We Got the Fire,Cosmic Gate,0.49,0.871,6,-5.385,0,0.0585,0.00363,0.000221,0.68,0.122,124.077,1
Feeling,Matisse & Sadko,0.518,0.834,9,-5.825,0,0.184,0.0759,0.00534,0.123,0.301,124.78,1
Through It All,Drove,0.584,0.914,6,-8.099,0,0.0346,0.321,0.743,0.14,0.0352,121.979,1
Golden (feat. Blondfire),Sander van Doorn,0.605,0.772,6,-5.971,1,0.0657,0.0687,0.0227,0.151,0.61,121.994,1
On The Beach - Kryder Remix,York,0.565,0.899,1,-6.016,1,0.0324,0.00576,0.795,0.162,0.111,123.988,1
Tourmaline,Kryder,0.535,0.853,5,-7.102,0,0.0396,0.000715,0.13,0.386,0.062,125.005,1
Nevermind,Will Sparks,0.648,0.902,1,-4.959,0,0.0516,0.000323,0.694,0.755,0.0969,134.928,1
Synthesis,Deborah de Luca,0.712,0.875,8,-9.264,0,0.0519,0.0113,0.855,0.0725,0.104,134.992,1
Pepas - David Guetta Remix,Farruko,0.691,0.752,7,-6.103,1,0.0522,0.00753,0.178,0.098,0.0465,126.983,1
Promises (with Sam Smith) - David Guetta Remix,Calvin Harris,0.588,0.697,3,-4.744,0,0.0372,0.186,0.000219,0.103,0.225,125.157,1
Ocean (feat. Khalid) - David Guetta Remix,Martin Garrix,0.609,0.824,0,-8.251,0,0.0795,0.0913,2.88e-05,0.134,0.36,127.072,1
Drive - Red Axes Remix,Black Coffee,0.736,0.792,4,-8.519,0,0.0446,0.000544,0.806,0.0939,0.0728,117.987,1
Benadryl - Henri Bergmann Remix,Sofi Tukker,0.666,0.717,4,-7.503,0,0.051,0.000318,0.773,0.0385,0.335,122.014,1
Doppler (Edit),Charlotte de Witte,0.775,0.805,1,-7.712,1,0.0855,0.00192,0.957,0.357,0.111,135.013,1
Soma,Charlotte de Witte,0.748,0.67,9,-8.032,1,0.061,0.00131,0.901,0.108,0.109,138.024,1
Like This,DubVision,0.647,0.938,0,-6.1,1,0.0632,0.00538,0.00555,0.187,0.176,126.018,1
Someone To Love You - DubVision Remix,Tritonal,0.653,0.943,2,-3.901,1,0.0595,0.00854,7.36e-05,0.451,0.311,125.986,1
Chasing Shadows,Shapov,0.565,0.945,5,-2.564,0,0.0356,0.113,0.00013,0.479,0.292,125.979,1
They Say,Paris Blohm,0.607,0.907,11,-5.117,1,0.0343,0.000551,0.179,0.117,0.0399,124.009,1
Patience (feat. Kayla Rose),Will Sparks,0.631,0.963,5,-4.27,0,0.0433,0.00342,0.0109,0.0565,0.0576,112.536,1
In My Body,Maddix,0.52,0.972,2,-5.217,1,0.0535,0.000695,0.276,0.215,0.141,145.021,1
Rumble Slow,Dada Life,0.676,0.962,11,-4.333,0,0.078,0.0069,0.751,0.267,0.254,127.071,1
Home,Maddix,0.586,0.928,1,-6.283,0,0.0315,0.00484,0.666,0.128,0.186,129.965,1
Bring Me To Life,R3SPAWN,0.611,0.954,8,-2.983,1,0.0566,0.0333,0.0414,0.17,0.1,130.038,1
Intro (Rework) - Remix,Vintage Culture,0.665,0.831,5,-6.077,1,0.0341,0.0787,0.786,0.0734,0.043,119.92,1
Caught in Between - Remix,Gabe,0.83,0.534,0,-9.237,1,0.0484,0.00698,0.208,0.11,0.605,124.015,1
Things,Vintage Culture,0.526,0.908,11,-6.316,0,0.0403,0.00852,0.734,0.138,0.214,123.977,1
Apollo - Maddix Remix,Hardwell,0.534,0.97,6,-6.791,0,0.123,0.0112,0.76,0.373,0.0787,140.025,1
Love Brand New (Vintage Culture Remix),Bob Moses,0.494,0.917,11,-7.214,0,0.0566,0.000805,0.134,0.363,0.0903,120.981,1
Amanhã,Vintage Culture,0.473,0.868,9,-6.825,1,0.129,0.00533,0.838,0.109,0.0391,155.292,1
Next to Me - Vintage Culture Remix,RÜFÜS DU SOL,0.548,0.846,4,-7.534,0,0.0295,0.000324,0.0284,0.242,0.109,123.001,1
Talamanca - Vintage Culture Remix,BURNS,0.663,0.836,2,-6.752,1,0.0449,0.0121,0.9,0.088,0.562,125.011,1
Paralyzed,AXMO,0.505,0.96,6,-2.054,0,0.0576,0.00147,0.000546,0.468,0.11,125.996,1
Acqua Gelida - Acid Mix,Deborah de Luca,0.801,0.806,0,-9.686,1,0.064,0.24,0.454,0.0975,0.143,132.024,1
Temptation - Original Mix,Lilly Palmer,0.648,0.872,2,-7.928,1,0.0419,0.000207,0.875,0.0803,0.602,133.008,1
Aether - Original Mix,Lilly Palmer,0.722,0.926,6,-4.85,0,0.04,0.000162,0.865,0.106,0.143,133.002,1
Fireflies (feat. Nazzereene),Sick Individuals,0.643,0.934,7,-3.302,0,0.038,0.0202,0.00237,0.253,0.38,127.957,1
Forever,Sandro Silva,0.584,0.932,6,-3.552,0,0.0655,0.0979,0.178,0.0554,0.061,130.027,1
Safe & Sound - Radio Edit,Curbi,0.607,0.743,1,-7.01,0,0.035,0.0796,0.87,0.246,0.0871,119.978,1
Champion - BLK RSE Mix,KAAZE,0.369,0.835,5,-6.088,0,0.0569,0.0143,0.0214,0.157,0.138,132.002,1
Deep Down - Deborah De Luca Remix,Yigitoglu,0.707,0.682,7,-11.749,1,0.0662,0.0278,0.578,0.159,0.243,133.987,1
Insomnia,Space 92,0.755,0.984,10,-4.024,0,0.0726,0.00924,0.885,0.356,0.8,130.014,1
Somebody To Use - Toxic Mix,Alesso,0.672,0.869,11,-3.186,0,0.0387,0.034,0.0574,0.156,0.374,123.973,1
Space Raiders - Space 92 Remix,Eats Everything,0.766,0.989,7,-3.678,1,0.0578,0.00218,0.912,0.111,0.278,130.006,1
Rebirth,Teenage Mutants,0.778,0.893,11,-5.257,1,0.0635,0.00667,0.792,0.096,0.34,130.996,1
redruM - MistaJam Remix,Sorana,0.716,0.876,11,-4.521,0,0.0449,0.00268,0.000311,0.74,0.479,124.006,1
PYDNA,Maddix,0.469,0.951,7,-5.869,0,0.0439,0.00098,0.854,0.101,0.0522,140.056,1
Andromeda,R3SPAWN,0.542,0.95,6,-5.786,0,0.0385,0.000479,0.157,0.376,0.379,130.054,1
Hera,HI-LO,0.397,0.817,1,-7.177,1,0.0611,0.0355,0.808,0.201,0.106,129.903,1
Wherever You Go (feat. John Martin) - Alle Farben Remix,Alok,0.716,0.89,2,-4.453,0,0.0427,0.0222,0.0166,0.327,0.231,125.991,1
Oh Ohh,Deborah de Luca,0.7,0.919,7,-8.962,1,0.0402,0.0302,0.897,0.118,0.689,129.99,1
Redlight,Swedish House Mafia,0.71,0.63,2,-7.003,1,0.0413,0.00879,0.147,0.058,0.216,125.0,1
Sacrifice (Remix) (feat. Swedish House Mafia),The Weeknd,0.774,0.742,6,-7.391,0,0.0784,0.0312,5.03e-05,0.0907,0.677,122.028,1
"Moth To A Flame (with The Weeknd, Moojo) - Moojo Remix",Swedish House Mafia,0.681,0.915,0,-7.549,0,0.0423,0.00102,0.413,0.0731,0.109,121.996,1
Piece Of Me (feat. LOVA) - Deniz Koyu Remix,Gryffin,0.711,0.967,1,-3.613,0,0.0487,0.00945,0.00875,0.0793,0.638,125.003,1
I Wish (feat. Mabel) - VIP Mix,Joel Corry,0.707,0.832,4,-5.791,0,0.0522,0.0259,0.000905,0.339,0.377,126.012,1
State Of Mind (feat. Sarah de Warren),Bingo Players,0.746,0.923,0,-5.035,1,0.0424,0.000415,0.254,0.1,0.472,124.989,1
Happy Revolution,Dada Life,0.559,0.932,7,-4.401,1,0.0967,0.00163,0.923,0.664,0.228,127.939,1
Raindrops (feat. Chacel),Sander van Doorn,0.595,0.901,2,-6.331,0,0.041,0.059,0.577,0.441,0.111,126.012,1
Pressure,Nicky Romero,0.627,0.972,6,-4.924,1,0.0523,5.42e-05,0.797,0.376,0.186,126.982,1
What It Feels Like (feat. YOU) - Tita Lau Remix,Navos,0.598,0.931,0,-7.025,1,0.0404,0.00259,0.579,0.231,0.119,126.034,1
Holy Homicide,Rave The Reqviem,0.52,0.964,1,-4.832,1,0.0418,0.000156,1.12e-05,0.125,0.846,120.015,1
Skydweller,Rave The Reqviem,0.46,0.901,7,-4.311,1,0.0483,0.000167,0.0,0.194,0.586,92.469,1
How To Hate Again,Rave The Reqviem,0.517,0.909,4,-4.135,1,0.0372,0.000448,0.0,0.567,0.432,94.996,1
"God, Demon, Machine",Rave The Reqviem,0.188,0.919,5,-4.026,1,0.0857,1.32e-05,0.0,0.312,0.444,194.91,1
Colossvs,Rave The Reqviem,0.511,0.947,9,-4.485,0,0.0449,0.000639,0.0,0.417,0.84,131.991,1
Crack the Sky,Rave The Reqviem,0.399,0.977,4,-4.986,1,0.0666,0.000154,0.0,0.262,0.43,82.479,1
Ofelia,Rave The Reqviem,0.503,0.954,0,-4.393,1,0.113,0.000102,0.0,0.469,0.355,119.984,1
Doombreaker,Rave The Reqviem,0.495,0.923,4,-4.286,1,0.0759,1.42e-05,1.13e-06,0.395,0.309,100.05,1
"Oh, the Joy!",Rave The Reqviem,0.664,0.391,2,-8.831,0,0.0279,0.825,0.0,0.227,0.776,104.913,1
"Are Yov Happy Now, Fidelio?",Rave The Reqviem,0.439,0.963,5,-4.661,1,0.07,8.44e-05,0.0,0.298,0.498,95.029,1
Mono Heart,Rave The Reqviem,0.557,0.981,2,-4.135,1,0.0783,0.0012,1.34e-05,0.824,0.466,109.979,1
Is Apollo Still Alive?,Rave The Reqviem,0.515,0.986,9,-5.062,0,0.0747,0.000568,0.418,0.364,0.41,95.007,1
Riptide,Rave The Reqviem,0.501,0.97,10,-5.28,0,0.0707,5.05e-05,0.0,0.35,0.781,150.032,1
Saint Jvdas,Rave The Reqviem,0.473,0.954,9,-5.751,0,0.077,0.000204,0.0,0.263,0.349,134.999,1
Anti-Savior,Rave The Reqviem,0.472,0.925,4,-4.404,1,0.0799,0.000233,0.0,0.0427,0.664,140.015,1
Ikaros,Rave The Reqviem,0.523,0.942,7,-6.024,1,0.0568,6.56e-05,0.319,0.328,0.0715,100.014,1
I Bring the Light,Rave The Reqviem,0.378,0.964,4,-4.471,0,0.071,2.35e-05,1.26e-06,0.798,0.597,175.009,1
Ghost Royale,Rave The Reqviem,0.485,0.975,0,-5.22,1,0.0951,8.9e-05,1.65e-05,0.135,0.613,139.946,1
